"state","puma2k","puma12","stab","PUMAname","PUMA2kName","pop10","afact"
"FIPS state","puma2k","puma12","State Postal Code","PUMA12 Name","PUMA 2K Name","Total Pop, 2010 census","puma2k to puma12 alloc factor"
"12","02503","10103","FL","Pasco County (Gulf Coast)","1202503",89538,0.789 
"12","02503","10104","FL","Pasco County (South)","1202503",1978,0.017 
"12","02601","10301","FL","Pinellas County (North)","1202601",117168,0.953 
"12","02601","10302","FL","Pinellas County (North Central)","1202601",5824,0.047 
"12","02602","10302","FL","Pinellas County (North Central)","1202602",101546,1 
"12","02603","10303","FL","Pinellas County (Central)--Clearwater City (South & Central)","1202603",104566,0.93 
"12","02603","10304","FL","Pinellas County (Central)--Greater Largo City","1202603",7887,0.07 
"12","02604","10304","FL","Pinellas County (Central)--Greater Largo City","1202604",99593,0.893 
"12","02604","10305","FL","Pinellas County (West Central)--Greater Seminole City","1202604",4113,0.037 
"12","02604","10307","FL","Pinellas County (Southeast)--St. Petersburg City (East)","1202604",7802,0.07 
"12","02605","10305","FL","Pinellas County (West Central)--Greater Seminole City","1202605",92783,0.814 
"12","02605","10306","FL","Pinellas County (Central)--Greater Pinellas Park City","1202605",21216,0.186 
"12","02606","10306","FL","Pinellas County (Central)--Greater Pinellas Park City","1202606",88132,0.782 
"12","02606","10307","FL","Pinellas County (Southeast)--St. Petersburg City (East)","1202606",24547,0.218 
"12","02607","10307","FL","Pinellas County (Southeast)--St. Petersburg City (East)","1202607",119537,1 
"12","02608","10305","FL","Pinellas County (West Central)--Greater Seminole City","1202608",10884,0.089 
"12","02608","10306","FL","Pinellas County (Central)--Greater Pinellas Park City","1202608",83,0.001 
"12","02608","10307","FL","Pinellas County (Southeast)--St. Petersburg City (East)","1202608",13,0 
"12","02608","10308","FL","Pinellas County (South Central)--St. Petersburg City (West)","1202608",110848,0.91 
"12","02701","05701","FL","Hillsborough County (Central)--Tampa City (Central)","1202701",139898,1 
"12","02702","05702","FL","Hillsborough County (Southwest)--Tampa City (South)","1202702",156280,1 
"12","02703","05703","FL","Hillsborough County (Northwest)","1202703",147714,1 
"12","02704","05704","FL","Hillsborough County (North Central)","1202704",154649,1 
"12","02705","05705","FL","Hillsborough County (North Central)--Tampa City (North)","1202705",146416,1 
"12","02706","05706","FL","Hillsborough County (Northeast)","1202706",125158,1 
"12","02707","05707","FL","Hillsborough County (Central)","1202707",178275,1 
"12","02708","05708","FL","Hillsborough County (South County)","1202708",180836,1 
"12","02801","08101","FL","Manatee County (North)","1202801",22750,0.166 
"12","02801","08102","FL","Manatee County (West Central)","1202801",113948,0.834 
"12","02802","08101","FL","Manatee County (North)","1202802",84788,0.456 
"12","02802","08103","FL","Manatee County (South)","1202802",101347,0.544 
"12","02901","11501","FL","Sarasota County (North)","1202901",123642,0.69 
"12","02901","11502","FL","Sarasota County (Central & Gulf Coast)","1202901",55539,0.31 
"12","02902","11502","FL","Sarasota County (Central & Gulf Coast)","1202902",75856,0.379 
"12","02902","11503","FL","Sarasota County (East)","1202902",124411,0.621 
"12","03000","01500","FL","Charlotte County","1203000",159978,1 
"12","03100","02700","FL","Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties","1203100",150505,0.705 
"12","03100","09300","FL","Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties","1203100",62898,0.295 
"12","03200","06100","FL","Indian River County","1203200",138028,0.775 
"12","03200","09300","FL","Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties","1203200",39996,0.225 
"12","03300","11101","FL","St. Lucie County (North)","1203300",102496,0.369 
"12","03300","11102","FL","St. Lucie County (South)","1203300",175293,0.631 
"12","03400","08500","FL","Martin County","1203400",146318,1 
"12","03501","09901","FL","Palm Beach County (Northeast)","1203501",103754,0.48 
"12","03501","09902","FL","Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities","1203501",112499,0.52 
"12","03502","09903","FL","Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town","1203502",142518,1 
"12","03503","09904","FL","Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)","1203503",124204,1 
"12","03504","09905","FL","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City","1203504",125430,1 
"12","03504","09906","FL","Palm Beach County (East Central)--Greater Boynton Beach City (North)","1203504",2,0 
"12","03505","09906","FL","Palm Beach County (East Central)--Greater Boynton Beach City (North)","1203505",149189,1 
"12","03506","09907","FL","Palm Beach County (Southeast)--Greater Delray Beach City","1203506",114816,1 
"12","03507","09908","FL","Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town","1203507",106704,1 
"12","03508","09909","FL","Palm Beach County (West of Boca Raton City)","1203508",103727,1 
"12","03509","09902","FL","Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities","1203509",5,0 
"12","03509","09910","FL","Palm Beach County (Central)--Wellington Village & Agricultural Reserve","1203509",102440,0.432 
"12","03509","09911","FL","Palm Beach County (West)--Glades & Western Communities","1203509",134846,0.568 
"12","03601","01101","FL","Broward County (West)--Coral Springs & Parkland Cities","1203601",144189,1 
"12","03602","01102","FL","Broward County (North Central)--Margate & Coconut Creek Cities","1203602",108754,0.929 
"12","03602","01105","FL","Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities","1203602",8355,0.071 
"12","03603","01103","FL","Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities","1203603",93436,0.905 
"12","03603","01104","FL","Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities","1203603",9775,0.095 
"12","03604","01103","FL","Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities","1203604",7896,0.071 
"12","03604","01104","FL","Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities","1203604",93135,0.84 
"12","03604","01105","FL","Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities","1203604",9867,0.089 
"12","03605","01104","FL","Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities","1203605",15080,0.11 
"12","03605","01105","FL","Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities","1203605",27,0 
"12","03605","01108","FL","Broward County (East Central)--Fort Lauderdale City (Central)","1203605",122447,0.89 
"12","03606","01105","FL","Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities","1203606",149885,0.842 
"12","03606","01107","FL","Broward County (Central)--Lauderhill & Lauderdale Lakes Cities","1203606",28129,0.158 
"12","03607","01106","FL","Broward County (Central)--Plantation & Sunrise Cities","1203607",27629,0.258 
"12","03607","01107","FL","Broward County (Central)--Lauderhill & Lauderdale Lakes Cities","1203607",72177,0.675 
"12","03607","01108","FL","Broward County (East Central)--Fort Lauderdale City (Central)","1203607",7107,0.066 
"12","03608","01106","FL","Broward County (Central)--Plantation & Sunrise Cities","1203608",137601,0.949 
"12","03608","01108","FL","Broward County (East Central)--Fort Lauderdale City (Central)","1203608",7362,0.051 
"12","03609","01108","FL","Broward County (East Central)--Fort Lauderdale City (Central)","1203609",1239,0.01 
"12","03609","01109","FL","Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities","1203609",75771,0.628 
"12","03609","01110","FL","Broward County (Central)--Davie Town & Cooper City","1203609",37424,0.31 
"12","03609","01113","FL","Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities","1203609",6275,0.052 
"12","03610","01101","FL","Broward County (West)--Coral Springs & Parkland Cities","1203610",20,0 
"12","03610","01110","FL","Broward County (Central)--Davie Town & Cooper City","1203610",75335,0.47 
"12","03610","01111","FL","Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town","1203610",84790,0.529 
"12","03611","01111","FL","Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town","1203611",48434,0.344 
"12","03611","01112","FL","Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities","1203611",50527,0.359 
"12","03611","01113","FL","Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities","1203611",41691,0.296 
"12","03611","01114","FL","Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities","1203611",256,0.002 
"12","03612","01112","FL","Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities","1203612",78032,0.504 
"12","03612","01114","FL","Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities","1203612",76755,0.496 
"12","03613","01109","FL","Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities","1203613",25474,0.198 
"12","03613","01113","FL","Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities","1203613",69230,0.538 
"12","03613","01114","FL","Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities","1203613",33962,0.264 
"12","03701","02101","FL","Collier County (Northwest)","1203701",73505,0.535 
"12","03701","02102","FL","Collier County (Southwest)","1203701",63987,0.465 
"12","03702","02101","FL","Collier County (Northwest)","1203702",30510,0.166 
"12","03702","02102","FL","Collier County (Southwest)","1203702",44905,0.244 
"12","03702","02103","FL","Collier County (East)","1203702",108613,0.59 
"12","03800","07101","FL","Lee County (South & West)--Barrier Islands Region","1203800",6229,0.041 
"12","03800","07102","FL","Lee County (Northwest)--Cape Coral City","1203800",147242,0.959 
"12","03800","07104","FL","Lee County (Central)--Greater Fort Myers City","1203800",107,0.001 
"12","03901","07101","FL","Lee County (South & West)--Barrier Islands Region","1203901",73201,0.457 
"12","03901","07102","FL","Lee County (Northwest)--Cape Coral City","1203901",2699,0.017 
"12","03901","07105","FL","Lee County (Southeast)--Bonita Springs City & Estero (East)","1203901",84450,0.527 
"12","03902","07102","FL","Lee County (Northwest)--Cape Coral City","1203902",8266,0.046 
"12","03902","07103","FL","Lee County (Northeast)--Lehigh Acres & North Fort Myers","1203902",133913,0.752 
"12","03902","07104","FL","Lee County (Central)--Greater Fort Myers City","1203902",28541,0.16 
"12","03902","07105","FL","Lee County (Southeast)--Bonita Springs City & Estero (East)","1203902",7470,0.042 
"12","03903","07101","FL","Lee County (South & West)--Barrier Islands Region","1203903",40866,0.323 
"12","03903","07103","FL","Lee County (Northeast)--Lehigh Acres & North Fort Myers","1203903",2402,0.019 
"12","03903","07104","FL","Lee County (Central)--Greater Fort Myers City","1203903",72296,0.571 
"12","03903","07105","FL","Lee County (Southeast)--Bonita Springs City & Estero (East)","1203903",11072,0.087 
"12","04001","08603","FL","Miami-Dade County (Northeast)--Greater North Miami Beach City (West)","1204001",62602,0.52 
"12","04001","08604","FL","Miami-Dade County (Northeast)--Aventura City & Surfside Town","1204001",57706,0.48 
"12","04002","08602","FL","Miami-Dade County (North Central)--Miami Gardens City (North & West)","1204002",93745,0.866 
"12","04002","08603","FL","Miami-Dade County (Northeast)--Greater North Miami Beach City (West)","1204002",5232,0.048 
"12","04002","08605","FL","Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)","1204002",9258,0.086 
"12","04003","08601","FL","Miami-Dade County (North Central)--Greater Miami Lakes Town","1204003",114465,0.854 
"12","04003","08602","FL","Miami-Dade County (North Central)--Miami Gardens City (North & West)","1204003",7578,0.057 
"12","04003","08607","FL","Miami-Dade County (Northeast)--Hialeah City (North Central)","1204003",6441,0.048 
"12","04003","08609","FL","Miami-Dade County (Northeast)--Hialeah City (South Central)","1204003",5574,0.042 
"12","04004","08607","FL","Miami-Dade County (Northeast)--Hialeah City (North Central)","1204004",88515,0.776 
"12","04004","08609","FL","Miami-Dade County (Northeast)--Hialeah City (South Central)","1204004",25492,0.224 
"12","04005","08606","FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview","1204005",11953,0.087 
"12","04005","08607","FL","Miami-Dade County (Northeast)--Hialeah City (North Central)","1204005",5501,0.04 
"12","04005","08609","FL","Miami-Dade County (Northeast)--Hialeah City (South Central)","1204005",69940,0.51 
"12","04005","08610","FL","Miami-Dade County (Central)--Miami Springs City & Miami International Airport","1204005",49707,0.363 
"12","04006","08605","FL","Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)","1204006",21500,0.211 
"12","04006","08606","FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview","1204006",80290,0.789 
"12","04006","08607","FL","Miami-Dade County (Northeast)--Hialeah City (North Central)","1204006",2,0 
"12","04007","08603","FL","Miami-Dade County (Northeast)--Greater North Miami Beach City (West)","1204007",32886,0.251 
"12","04007","08604","FL","Miami-Dade County (Northeast)--Aventura City & Surfside Town","1204007",28502,0.218 
"12","04007","08605","FL","Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)","1204007",69438,0.531 
"12","04008","08604","FL","Miami-Dade County (Northeast)--Aventura City & Surfside Town","1204008",14225,0.113 
"12","04008","08605","FL","Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)","1204008",5303,0.042 
"12","04008","08606","FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview","1204008",8869,0.07 
"12","04008","08611","FL","Miami-Dade County (Northeast Central)--Miami City (North)","1204008",135,0.001 
"12","04008","08612","FL","Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village","1204008",97844,0.774 
"12","04008","08613","FL","Miami-Dade County (Northeast Central)--Miami City (Downtown)","1204008",59,0 
"12","04009","08611","FL","Miami-Dade County (Northeast Central)--Miami City (North)","1204009",94253,0.934 
"12","04009","08612","FL","Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village","1204009",2453,0.024 
"12","04009","08613","FL","Miami-Dade County (Northeast Central)--Miami City (Downtown)","1204009",4173,0.041 
"12","04010","08611","FL","Miami-Dade County (Northeast Central)--Miami City (North)","1204010",6736,0.048 
"12","04010","08613","FL","Miami-Dade County (Northeast Central)--Miami City (Downtown)","1204010",80968,0.582 
"12","04010","08614","FL","Miami-Dade County (East)--Miami City (East) & Key Biscayne Village","1204010",51475,0.37 
"12","04011","08613","FL","Miami-Dade County (Northeast Central)--Miami City (Downtown)","1204011",16186,0.096 
"12","04011","08614","FL","Miami-Dade County (East)--Miami City (East) & Key Biscayne Village","1204011",49868,0.295 
"12","04011","08615","FL","Miami-Dade County (East Central)--Miami City (West)","1204011",103078,0.609 
"12","04011","08616","FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)","1204011",32,0 
"12","04012","08608","FL","Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau","1204012",112930,0.688 
"12","04012","08610","FL","Miami-Dade County (Central)--Miami Springs City & Miami International Airport","1204012",51216,0.312 
"12","04012","08615","FL","Miami-Dade County (East Central)--Miami City (West)","1204012",108,0.001 
"12","04013","08617","FL","Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace","1204013",47292,0.371 
"12","04013","08618","FL","Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami","1204013",79991,0.628 
"12","04013","08620","FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes","1204013",25,0 
"12","04014","08616","FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)","1204014",61857,0.529 
"12","04014","08617","FL","Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace","1204014",55150,0.471 
"12","04015","08616","FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)","1204015",34122,0.268 
"12","04015","08620","FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes","1204015",92975,0.732 
"12","04016","08618","FL","Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami","1204016",26303,0.226 
"12","04016","08619","FL","Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)","1204016",87129,0.75 
"12","04016","08620","FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes","1204016",2721,0.023 
"12","04017","08619","FL","Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)","1204017",14080,0.102 
"12","04017","08620","FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes","1204017",5247,0.038 
"12","04017","08621","FL","Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk","1204017",101507,0.738 
"12","04017","08622","FL","Miami-Dade County (Southwest)--South Miami Heights","1204017",16761,0.122 
"12","04018","08616","FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)","1204018",5125,0.047 
"12","04018","08622","FL","Miami-Dade County (Southwest)--South Miami Heights","1204018",25578,0.232 
"12","04018","08623","FL","Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village","1204018",79447,0.721 
"12","04019","08622","FL","Miami-Dade County (Southwest)--South Miami Heights","1204019",60307,0.352 
"12","04019","08623","FL","Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village","1204019",26185,0.153 
"12","04019","08624","FL","Miami-Dade County (South)--Homestead City (North) & Florida City (North)","1204019",84762,0.495 
"12","04020","08624","FL","Miami-Dade County (South)--Homestead City (North) & Florida City (North)","1204020",15432,0.132 
"12","04020","08700","FL","Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties","1204020",101291,0.868 
"13","00100","02600","GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties","1300100",149296,0.999 
"13","00100","02700","GA","Northwest Georgia Regional Commission (North Central)--Whitfield County","1300100",183,0.001 
"13","00200","02600","GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties","1300200",35,0 
"13","00200","02700","GA","Northwest Georgia Regional Commission (North Central)--Whitfield County","1300200",102416,0.519 
"13","00200","02800","GA","Northwest Georgia Regional Commission (Northeast)","1300200",94814,0.481 
"13","00300","02800","GA","Northwest Georgia Regional Commission (Northeast)","1300300",51974,0.26 
"13","00300","03200","GA","Georgia Mountains Regional Commission (North & Northwest)","1300300",105190,0.525 
"13","00300","03400","GA","Georgia Mountains Regional Commission (South Central)--Hall County","1300300",38,0 
"13","00300","03500","GA","Georgia Mountains Regional Commission (Southeast)","1300300",43041,0.215 
"13","00400","03500","GA","Georgia Mountains Regional Commission (Southeast)","1300400",91867,0.603 
"13","00400","03800","GA","Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties","1300400",60485,0.397 
"13","00500","03600","GA","Northeast Georgia Regional Commission (Central)--Clarke County--Athens City","1300500",116714,0.657 
"13","00500","03700","GA","Northeast Georgia Regional Commission (East)","1300500",60950,0.343 
"13","00600","03400","GA","Georgia Mountains Regional Commission (South Central)--Hall County","1300600",179646,1 
"13","00700","02900","GA","Northwest Georgia Regional Commission (East Central)--Bartow County","1300700",100157,0.413 
"13","00700","04400","GA","Atlanta Regional Commission (Southwest)--Douglas County","1300700",105,0 
"13","00700","04500","GA","Northwest Georgia Regional Commission (Southeast)--Paulding County","1300700",142266,0.587 
"13","00800","02800","GA","Northwest Georgia Regional Commission (Northeast)","1300800",29431,0.129 
"13","00800","03102","GA","Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)","1300800",4,0 
"13","00800","03200","GA","Georgia Mountains Regional Commission (North & Northwest)","1300800",22353,0.098 
"13","00800","03300","GA","Georgia Mountains Regional Commission (Southwest)--Forsyth County","1300800",175511,0.772 
"13","00900","03800","GA","Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties","1300900",69367,0.453 
"13","00900","03900","GA","Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties","1300900",83768,0.547 
"13","01000","01600","GA","Middle Georgia Regional Commission (North & Outside Bibb County)","1301000",39054,0.309 
"13","01000","01900","GA","Three Rivers Regional Commission (East)","1301000",86907,0.689 
"13","01000","06001","GA","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City","1301000",243,0.002 
"13","01101","01002","GA","Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City","1301101",85478,0.55 
"13","01101","01005","GA","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City","1301101",69983,0.45 
"13","01102","01001","GA","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City","1301102",94049,0.484 
"13","01102","01002","GA","Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City","1301102",22020,0.113 
"13","01102","01005","GA","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City","1301102",78331,0.403 
"13","01102","02004","GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City","1301102",59,0 
"13","01103","01001","GA","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City","1301103",15629,0.124 
"13","01103","01006","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)","1301103",105976,0.839 
"13","01103","04600","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)","1301103",4696,0.037 
"13","01104","01006","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)","1301104",3987,0.035 
"13","01104","01007","GA","Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)","1301104",88337,0.779 
"13","01104","04600","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)","1301104",21028,0.186 
"13","01105","01003","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)","1301105",61057,0.74 
"13","01105","01007","GA","Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)","1301105",9063,0.11 
"13","01105","04600","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)","1301105",12406,0.15 
"13","01106","01003","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)","1301106",1893,0.023 
"13","01106","04600","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)","1301106",81336,0.977 
"13","01107","01003","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)","1301107",45375,0.274 
"13","01107","01004","GA","Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities","1301107",114386,0.692 
"13","01107","04600","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)","1301107",5551,0.034 
"13","01201","01007","GA","Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)","1301201",26518,0.228 
"13","01201","02002","GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities","1301201",67380,0.58 
"13","01201","02003","GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker","1301201",22220,0.191 
"13","01202","02004","GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City","1301202",137775,1 
"13","01203","02003","GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker","1301203",104467,1 
"13","01204","01008","GA","Atlanta Regional Commission (Central)--DeKalb County (South)","1301204",20656,0.228 
"13","01204","02001","GA","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan","1301204",8153,0.09 
"13","01204","02002","GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities","1301204",61952,0.683 
"13","01205","01008","GA","Atlanta Regional Commission (Central)--DeKalb County (South)","1301205",96235,0.725 
"13","01205","02001","GA","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan","1301205",36447,0.275 
"13","01206","02001","GA","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan","1301206",81530,0.741 
"13","01206","02003","GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker","1301206",28455,0.259 
"13","01301","03001","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City","1301301",102881,0.884 
"13","01301","03005","GA","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)","1301301",13438,0.116 
"13","01302","03005","GA","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)","1301302",114387,1 
"13","01303","03001","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City","1301303",28627,0.249 
"13","01303","03004","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City","1301303",68610,0.596 
"13","01303","03005","GA","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)","1301303",17897,0.155 
"13","01304","03001","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City","1301304",8522,0.067 
"13","01304","03003","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City","1301304",31994,0.253 
"13","01304","03004","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City","1301304",85977,0.68 
"13","01305","03001","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City","1301305",12,0 
"13","01305","03002","GA","Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities","1301305",124405,0.576 
"13","01305","03003","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City","1301305",91328,0.423 
"13","01305","04500","GA","Northwest Georgia Regional Commission (Southeast)--Paulding County","1301305",52,0 
"13","01401","05001","GA","Atlanta Regional Commission (South Central)--Clayton County (South)","1301401",6984,0.056 
"13","01401","05002","GA","Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City","1301401",117941,0.944 
"13","01402","05001","GA","Atlanta Regional Commission (South Central)--Clayton County (South)","1301402",102967,0.766 
"13","01402","05002","GA","Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City","1301402",31532,0.234 
"13","01501","04003","GA","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City","1301501",59322,0.416 
"13","01501","04004","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)","1301501",17198,0.12 
"13","01501","04006","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City","1301501",66206,0.464 
"13","01502","04002","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City","1301502",108241,0.44 
"13","01502","04003","GA","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City","1301502",59656,0.243 
"13","01502","04004","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)","1301502",77954,0.317 
"13","01503","04003","GA","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City","1301503",25497,0.172 
"13","01503","04004","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)","1301503",8760,0.059 
"13","01503","04005","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City","1301503",99425,0.669 
"13","01503","04006","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City","1301503",14969,0.101 
"13","01504","04005","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City","1301504",19023,0.144 
"13","01504","04006","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City","1301504",113091,0.856 
"13","01505","02004","GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City","1301505",46,0 
"13","01505","04001","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City","1301505",135979,1 
"13","01600","04300","GA","Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties","1301600",185163,1 
"13","01700","01900","GA","Three Rivers Regional Commission (East)","1301700",87,0 
"13","01700","06001","GA","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City","1301700",100208,0.492 
"13","01700","06002","GA","Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City","1301700",103471,0.508 
"13","01800","02300","GA","Three Rivers Regional Commission (Northwest)--Carroll County","1301800",110527,0.455 
"13","01800","04400","GA","Atlanta Regional Commission (Southwest)--Douglas County","1301800",132298,0.545 
"13","01800","04500","GA","Northwest Georgia Regional Commission (Southeast)--Paulding County","1301800",6,0 
"13","01900","03101","GA","Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities","1301900",102871,0.48 
"13","01900","03102","GA","Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)","1301900",111471,0.52 
"13","02000","01900","GA","Three Rivers Regional Commission (East)","1302000",64073,0.215 
